"","title","authors","abstract","categories","submitted","id","doi"
"5610","Correlated quantum measurement of a solid-state qubit","Alexander N. Korotkov","  We propose a solid-state experiment to study the process of continuous
quantum measurement of a qubit state. The experiment would verify that an
individual qubit stays coherent during the process of measurement (in contrast
to the gradual decoherence of the ensemble-averaged density matrix) thus
confirming the possibility of the qubit purification by continuous measurement.
The experiment can be realized using quantum dots, single-electron transistors,
or SQUIDs.
","cond-mat.mes-hall|quant-ph","2000-08-01 16:45:39","cond-mat/0008003v1","10.1103/PhysRevB.64.193407"
"5710","Manipulation of Cold Atomic Collisions by Cavity QED Effects","J. I. Kim|R. B. B. Santos|P. Nussenzveig.","  We show how the dynamics of collisions between cold atoms can be manipulated
by a modification of spontaneous emission times. This is achieved by placing
the atomic sample in a resonant optical cavity. Spontaneous emission is
enhanced by a combination of multiparticle entanglement together with a higher
density of modes of the modified vacuum field, in a situation akin to
superradiance. A specific situation is considered and we show that this effect
can be experimentally observed as a large suppression in trap-loss rates.
","quant-ph","2000-08-01 16:47:22","quant-ph/0008001v3","10.1103/PhysRevLett.86.1474"
"5810","Reply to `No Contradictions between Bohmian and quantum mechanics'","Partha Ghose","  Marchildon's claim (quant-ph/0007068) regarding Ghose's papers
(quant-ph/0001024 and 0003037) is shown to be erroneous.
","quant-ph","2000-08-01 21:45:07","quant-ph/0008007v1",""
"5910","A simple proof of the unconditional security of relativistic quantum
  cryptography","S. N. Molotkov|S. S. Nazin","  A simple proof of the unconditional security of a relativistic quantum
cryptosystem based on orthogonal states is proposed. Restrictions imposed by
special relativity allow to substantially simplify the proof compared with the
non-relativistic cryptosystems involving non-orthogonal states. Important for
the proposed protocol is the spatio-temporal structure of the quantum states
which is actually ignored in the non-relativistic protocols employing only the
structure of the state space of the information carriers. As a consequence, the
simplification arises because of the inefficiency of collective measurements
which constitute the major problem in the non-relativistic case.
","quant-ph","2000-08-02 07:52:23","quant-ph/0008008v3","10.1134/1.1378181"
"6010","Template-stripped gold surfaces with 0.4 nm rms roughness suitable for
  force measurements. Application to the Casimir force in the 20-100 nm range","Thomas Ederth","  Using a template-stripping method, macroscopic gold surfaces with
root-mean-square (rms) roughness less than 0.4 nm have been prepared, making
them useful for studies of surface interactions in the nanometer range. The
utility of such substrates is demonstrated by measurements of the Casimir force
at surface separations between 20 and 100 nm, resulting in good agreement with
theory. The significance and quantification of this agreement is addressed, as
well as some methodological aspects regarding the measurement of the Casimir
force with high accuracy.
","quant-ph","2000-08-02 13:10:39","quant-ph/0008009v1","10.1103/PhysRevA.62.062104"
"6114","Frequency tuning of the whispering gallery modes of silica microspheres
  for CQED and spectroscopy","Wolf von Klitzing|Romain Long|Vladimir S. Ilchenko|Jean Hare|Valerie Lefevre-Seguin","  We have tuned the whispering gallery modes of a fused silica microresonator
over nearly 1 nm at 800 nm, i.e. over 0.5 FSR or 10^6 linewidths of the
resonator. This has been achieved by a new method based on the stretching of a
two-stem microsphere. The devices described below will permit new Cavity-QED
experiments with this high-Q optical resonator when it is desirable to optimize
its coupling to emitters with given transition frequencies. The tuning
capability demonstrated here is compatible with both UHV and low temperature
operation, which should be useful for future experiments with laser cooled
atoms or single quantum dots.
","quant-ph|physics.ins-det|physics.optics","2000-08-02 17:56:49","quant-ph/0008010v1","10.1364/OL.26.000166"
"6212","Universal Manipulation of a Single Qubit","Lucien Hardy|David D. Song","  We find the optimal universal way of manipulating a single qubit,
|psi(theta,phi)>, such that (theta,phi)->(theta-k,phi-l). Such optimal
transformations fall into two classes. For 0 =< k =< pi/2 the optimal map is
the identity and the fidelity varies monotonically from 1 (for k=0) to 1/2 (for
k=pi/2). For pi/2 =< k =< pi the optimal map is the universal-NOT gate and the
fidelity varies monotonically from 1/2 (for k=pi/2) to 2/3 (for k=pi). The
fidelity 2/3 is equal to the fidelity of measurement. It is therefore rather
surprising that for some values of k the fidelity is lower than 2/3.
","quant-ph","2000-08-02 19:48:43","quant-ph/0008011v1","10.1103/PhysRevA.63.032304"
"6310","Quantum Interference Mechanism of Cooperative Optical Phenomena in
  Extended Media","Valery I. Rupasov","  In the quantum process of stimulated Raman scattering (SRS), a laser photon
propagating in a resonance medium undergoes multifold conversions into a Stokes
photon and back. The nontrivial ``cooperative'' behavior of the Stokes
component of light transmitted through the medium is proven to be completely
determined by the interference of scattering amplitudes in different
sub-channels of the Stokes channel, which obviously combines all the
sub-channels with an odd number of photon conversions. The theory of
superfluorescence is then derived as the limiting case of the SRS theory.
","quant-ph|cond-mat","2000-08-02 22:17:07","quant-ph/0008012v1",""
"6410","A Note on Quantum Key Channel Efficiency and Security using Correlated
  Photon Beam Transmitters","PJ Edwards|W N Cheung|H van Pham|G Ganesharajah|P Lynam|L Barbopoulos","  Quantum-correlated photon sources provide a means of suppressing multiple
photon emission and thus improving the security and efficiency of quasi
single-photon quantum key distribution systems. We present illustrative
photon-counting statistics for a Poissonian source conditioned by photon number
measurements on a fully correlated twin beam with a non-ideal photon counter.
We show that high photon counting efficiency is needed to obtain significant
improvement in channel efficiency (bits per symbol) and/or security (in the
form of reduced Shannon entropy leakage) over a single beam source.
","quant-ph","2000-08-03 02:46:41","quant-ph/0008013v2",""
"6510","Early times in tunneling","Gaston Garcia-Calderon|Jorge Villavicencio","  Exact analytical solutions of the time-dependent Schr\""odinger equation with
the initial condition of an incident cutoff wave are used to investigate the
traversal time for tunneling. The probability density starts from a vanishing
value along the tunneling and transmitted regions of the potential. At the
barrier width it exhibits, at early times, a distribution of traversal times
that typically has a peak $\tau_p$ and a width $\Delta \tau$. Numerical results
for other tunneling times, as the phase-delay time, fall within $\Delta \tau$.
The B\""uttiker traversal time is the closest to $\tau_p$. Our results resemble
calculations based on Feynman paths if its noisy behaviour is ignored.
","quant-ph","2000-08-03 08:19:43","quant-ph/0008014v1",""
"6610","On the Problem of Programming Quantum Computers","Hans De Raedt|Anthony Hams|Kristel Michielsen|Seiji Miyashita|Keiji Saito","  We study effects of the physical realization of quantum computers on their
logical operation. Through simulation of physical models of quantum computer
hardware, we analyse the difficulties that are encountered in programming
physical implementations of quantum computers. We discuss the origin of the
instabilities of quantum algorithms and explore physical mechanisms to enlarge
the region(s) of stable operation.
","quant-ph","2000-08-03 11:33:57","quant-ph/0008015v2",""
"6710","Monge Metric on the Sphere and Geometry of Quantum States","Karol Zyczkowski|Wojciech Slomczynski","  Topological and geometrical properties of the set of mixed quantum states in
the N-dimensional Hilbert space are analysed. Assuming that the corresponding
classical dynamics takes place on the sphere we use the vector SU(2) coherent
states and the generalised Husimi distributions to define the Monge distance
between arbitrary two density matrices. The Monge metric has a simple
semiclassical interpretation and induces a non-trivial geometry. Among all pure
states the distance from the maximally mixed state \rho_*, proportional to the
identity matrix, admits the largest value for the coherent states, while the
delocalized 'chaotic' states are close to \rho_*. This contrasts the geometries
induced by the standard (trace, Hilbert-Schmidt or Bures) metrics, where the
distance from \rho_* is the same for all pure states. We discuss possible
physical consequences including unitary time evolution and the process of
decoherence. We introduce also a simplified Monge metric, defined in the space
of pure quantum states, and more suitable for numerical computation.
","quant-ph","2000-08-03 13:39:15","quant-ph/0008016v4","10.1088/0305-4470/34/34/311"
"6810","Coherent population transfer in coupled semiconductor quantum dots","Ulrich Hohenester|Giovanna Panzarini|Filippo Troiani|Elisa Molinari|Chiara Macchiavello","  We propose a solid-state implementation of stimulated Raman adiabatic passage
in two coupled semiconductor quantum dots. Proper combination of two pulsed
laser fields allows the coherent carrier transfer between the two
nanostructures without suffering significant losses due to environment
coupling. By use of a general solution scheme for the carrier states in the
double-dot structure, we identify the pertinent dot and laser parameters.
","cond-mat.mes-hall|quant-ph","2000-08-03 14:14:03","cond-mat/0008058v1","10.1063/1.1311820"
"6910","A logical description for perfect measurements","Bob Coecke|Sonja Smets","  We reconsider the description for property transitions due to perfect
measurements, viewing them as a special case of general transitions that are
due to an externally imposed change. We propose a corresponding syntax
involving operational quantum logic and a fragment of non-commutative linear
logic.
","quant-ph|math.LO","2000-08-03 15:07:31","quant-ph/0008017v1",""
"7010","Coarse graining and renormalization","Ji-Feng Yang","  Formulating the QFT's as coarse grained 'low' energy sectors of a postulated
complete quantum theory of everything with the 'high' energy modes integrated
out or 'clustering' into 'low' energy objects, we can evaluate the Feynman
amplitudes by solving a series of natural differential equations which
automatically dissolves the necessity of infinity subtraction and the
associated subtleties. This new strategy has direct implications to the scheme
dependence problem.
","hep-th|hep-ph|nucl-th|quant-ph","2000-08-03 15:12:43","hep-th/0008037v3",""
"7114","Speed-up and entanglement in quantum searching","Samuel L. Braunstein|Arun K. Pati","  We investigate the issue of speed-up and the necessity of entanglement in
Grover's quantum search algorithm. We find that in a pure state implementation
of Grover's algorithm entanglement is present even though the initial and
target states are product states. In pseudo-pure state implementations, the
separability of the states involved defines an entanglement boundary in terms
of a bound on the purity parameter. Using this bound we investigate the
necessity of entanglement in quantum searching for these pseudo-pure state
implementations. If every active molecule involved in the ensemble is `charged
for' then in existing machines speed-up without entanglement is not possible.
","quant-ph","2000-08-03 15:17:04","quant-ph/0008018v2",""
"7212","Operational quantum logic: An overview","Bob Coecke|David Moore|Alexander Wilce","  The term quantum logic has different connotations for different people,
having been considered as everything from a metaphysical attack on classical
reasoning to an exercise in abstract algebra. Our aim here is to give a uniform
presentation of what we call operational quantum logic, highlighting both its
concrete physical origins and its purely mathematical structure. To orient
readers new to this subject, we shall recount some of the historical
development of quantum logic, attempting to show how the physical and
mathematical sides of the subject have influenced and enriched one another.
","quant-ph|math-ph|math.LO|math.MP","2000-08-03 15:26:32","quant-ph/0008019v2",""
"7310","Operational resolutions and state transitions in a categorical setting","Bob Coecke|Isar Stubbe","  We define a category with as objects operational resolutions and with as
morphisms - not necessarily deterministic - state transitions. We study
connections with closure spaces and join-complete lattices and sketch physical
applications related to evolution and compoundness. An appendix with
preliminaries on quantaloids is included.
","quant-ph|math-ph|math.CT|math.DS|math.MP","2000-08-03 15:51:37","quant-ph/0008020v1","10.1023/A:1021626704772"
"7410","Operational Galois adjunctions","Bob Coecke|David Moore","  We present a detailed synthetic overview of the utilisation of categorical
techniques in the study of order structures together with their applications in
operational quantum theory. First, after reviewing the notion of residuation
and its implementation at the level of quantaloids we consider some standard
universal constructions and the extension of adjunctions to weak morphisms.
Second, we present the categorical formulation of closure operators and
introduce a hierarchy of contextual enrichments of the quantaloid of complete
join lattices. Third, we briefly survey physical state-property duality and the
categorical analysis of derived notions such as causal assignment and the
propagation of properties.
","quant-ph|math-ph|math.MP","2000-08-03 17:05:40","quant-ph/0008021v1",""
"7510","Generalized quantum XOR-gate for quantum teleportation and state
  purification in arbitrary dimensional Hilbert spaces","Gernot Alber|Aldo Delgado|Nicolas Gisin|Igor Jex","  A generalization of the quantum XOR-gate is presented which operates in
arbitrary dimensional Hilbert spaces. Together with one-particle Fourier
transforms this gate is capable of performing a variety of tasks which are
important for quantum information processing in arbitrary dimensional Hilbert
spaces. Among these tasks are the preparation of Bell states, quantum
teleportation and quantum state purification. A physical realization of this
generalized XOR-gate is proposed which is based on non-linear optical elements.
","quant-ph","2000-08-03 17:09:52","quant-ph/0008022v1",""
"7610","Inversionless gain in a three-level system driven by a strong field and
  collisions","A. K. Popov|S. A. Myslivets|Gao Jin-yue|Zhang Han-zhuang|B. Wellegehausen","  Inversionless gain in a three-level system driven by a strong external field
and by collisions with a buffer gas is investigated. The mechanism of
populating of the upper laser level contributed by the collision transfer as
well as by relaxation caused by a buffer gas is discussed in detail. Explicit
formulae for analysis of optimal conditions are derived. The mechanism
developed here for the incoherent pump could be generalized to other systems.
","quant-ph|physics.atom-ph|physics.optics","2000-08-04 00:32:19","quant-ph/0008023v1","10.1088/1009-1963/9/2/009"
"7710","On quantum coding for ensembles of mixed states","Howard Barnum|Carlton M. Caves|Christopher A. Fuchs|Richard Jozsa|Benjamin W. Schumacher","  We consider the problem of optimal asymptotically faithful compression for
ensembles of mixed quantum states. Although the optimal rate is unknown, we
prove upper and lower bounds and describe a series of illustrative examples of
compression of mixed states. We also discuss a classical analogue of the
problem.
","quant-ph","2000-08-04 10:48:29","quant-ph/0008024v1","10.1088/0305-4470/34/35/304"
"7810","State transitions as morphisms for complete lattices","Bob Coecke|Isar Stubbe","  We enlarge the hom-sets of categories of complete lattices by introducing
`state transitions' as generalized morphisms. The obtained category will then
be compared with a functorial quantaloidal enrichment and a contextual
quantaloidal enrichment that uses a specific concretization in the category of
sets and partially defined maps ($Parset$).
","math.DS|math-ph|math.MP|quant-ph|06F07; 18D20; 81P10","2000-08-04 11:25:55","math/0008039v1",""
"7910","Time of arrival in Classical and Quantum Mechanics","Juan Leon","  The time of arrival at an arbitrary position in configuration space can be
given as a function of the phase space variables for the Liouville integrable
systems of classical mechanics, but only for them. We review the Jacobi-Lie
transformation that explicitly implements this function of positions and
momenta. We then discuss the recently developed quantum formalism for the time
of arrival. We first analyze the case of free particles in one and three space
dimensions. Then, we apply the quantum version of the Jacobi-Lie transformation
to work out the time of arrival operator in the presence of interactions. We
discuss the formalism and its interpretation. We finish by disclosing the
presence (absence) of ""instantaneous"" tunneling for thin (thick) barriers.
","quant-ph","2000-08-04 11:58:06","quant-ph/0008025v1",""
"8010","Error correction for mutually interacting qubits","Julio Gea-Banacloche","  For a simple model of mutually interacting qubits it is shown how the errors
induced by mutual interactions can be eliminated using concatenated coding. The
model is solved exactly for arbitrary interaction strength, for two well-known
codes, one and two levels deep: this allows one to see under which
circumstances error amplitudes add coherently or incoherently. For deeper
concatenation, approximate results are derived which make it possible to
calculate an approximate ``threshold'' value for the product of interaction
strength and free evolution time, below which the failure probability for an
encoded qubit decreases exponentially with the depth of the encoding. The
results suggest that concatenated coding could fully handle the errors arising
from mutual interactions, at no extra cost, in terms of resources needed, from
what would be required to deal with random environmental errors.
","quant-ph","2000-08-04 15:18:25","quant-ph/0008027v1","10.1103/PhysRevA.62.062313"
"8114","Experimental realization of optimal detection strategies for
  overcomplete states","Roger B. M. Clarke|Vivien M. Kendon|Anthony Chefles|Stephen M. Barnett|Erling Riis|Masahide Sasaki","  We present the results of generalized measurements of optical polarization
designed to provide one of three or four distinct outcomes. This has allowed us
to discriminate between nonorthogonal polarization states with an error
probability that is close to the minimum allowed by quantum theory. Employing
these optimal detection strategies on sets of three (trine) or four (tetrad)
equiprobable symmetric nonorthogonal polarization states, we obtain a mutual
information that exceeds the maximum value attainable using conventional (von
Neumann) polarization measurements.
","quant-ph","2000-08-04 15:26:14","quant-ph/0008028v2","10.1103/PhysRevA.64.012303"
"8212","Coherent control using adaptive learning algorithms","B. J. Pearson|J. L. White|T. C. Weinacht|P. H. Bucksbaum","  We have constructed an automated learning apparatus to control quantum
systems. By directing intense shaped ultrafast laser pulses into a variety of
samples and using a measurement of the system as a feedback signal, we are able
to reshape the laser pulses to direct the system into a desired state. The
feedback signal is the input to an adaptive learning algorithm. This algorithm
programs a computer-controlled, acousto-optic modulator pulse shaper. The
learning algorithm generates new shaped laser pulses based on the success of
previous pulses in achieving a predetermined goal.
","quant-ph","2000-08-04 17:42:58","quant-ph/0008029v2","10.1103/PhysRevA.63.063412"
"8310","A sequence of unsharp measurements enabling a real time visualization of
  a quantum oscillation","Juergen Audretsch|Thomas Konrad|Artur Scherer","  The normalized state $\ket{\psi(t)}=c_1(t)\ket{1}+c_2(t)\ket{2}$ of a single
two-level system performs oscillations under the influence of a resonant
driving field. It is assumed that only one realization of this process is
available. We show that it is possible to approximately visualize in real time
the evolution of the system as far as it is given by $|c_2(t)|^2$. For this
purpose we use a sequence of particular unsharp measurements separated in time.
They are specified within the theory of generalized measurements in which
observables are represented by positive operator valued measures (POVM). A
realization of the unsharp measurements may be obtained by coupling the
two-level system to a meter and performing the usual projection measurements on
the meter only.
","quant-ph","2000-08-04 18:04:47","quant-ph/0008026v2","10.1103/PhysRevA.63.052102"
"8410","Are Rindler Quanta Real? Inequivalent particle concepts in quantum field
  theory","Rob Clifton|Hans Halvorson","  Philosophical reflection on quantum field theory has tended to focus on how
it revises our conception of what a particle is. However, there has been
relatively little discussion of the threat to the ""reality"" of particles posed
by the possibility of inequivalent quantizations of a classical field theory,
i.e., inequivalent representations of the algebra of observables of the field
in terms of operators on a Hilbert space. The threat is that each
representation embodies its own distinctive conception of what a particle is,
and how a ""particle"" will respond to a suitably operated detector. Our main
goal is to clarify the subtle relationship between inequivalent representations
of a field theory and their associated particle concepts. We also have a
particular interest in the Minkowski versus Rindler quantizations of a free
Boson field, because they respectively entail two radically different
descriptions of the particle content of the field in the very same region of
spacetime. We shall defend the idea that these representations provide
complementary descriptions of the same state of the field against the claim
that they embody completely incommensurable theories of the field.
","quant-ph|hep-th","2000-08-05 13:35:30","quant-ph/0008030v1",""
"8510","Algebraic measures of entanglement","Jean-Luc Brylinski","  We study the rank of a general tensor $u$ in a tensor product $H_1\ot...\ot
H_k$. The rank of $u$ is the minimal number $p$ of pure states $v_1,...,v_p$
such that $u$ is a linear combination of the $v_j$'s. This rank is an algebraic
measure of the degree of entanglement of $u$. Motivated by quantum computation,
we completely describe the rank of an arbitrary tensor in $(\C^2)^{\ot 3}$ and
give normal forms for tensor states up to local unitary transformations. We
also obtain partial results for $(\C^2)^{\ot 4}$; in particular, we show that
the maximal rank of a tensor in $(\C^2)^{\ot 4}$ is equal to 4.
","quant-ph","2000-08-06 19:28:39","quant-ph/0008031v1",""
"8610","Quantum copying can increase the practically available information","P. Deuar|W. J. Munro","  While it is known that copying a quantum system does not increase the amount
of information obtainable about the originals, it may increase the amount
available in practice, when one is restricted to imperfect measurements. We
present a detection scheme which using imperfect detectors, and possibly noisy
quantum copying machines (that entangle the copies), allows one to extract more
information from an incoming signal, than with the imperfect detectors alone.
The case of single-photon detection with noisy, inefficient detectors and
copiers (single controlled-NOT gates in this case) is investigated in detail.
The improvement in distinguishability between a photon and vacuum is found to
occur for a wide range of parameters, and to be quite robust to random noise.
The properties that a quantum copying device must have to be useful in this
scheme are investigated.
","quant-ph","2000-08-06 23:50:14","quant-ph/0008032v1","10.1103/PhysRevA.62.042304"
"8710","Addition on a Quantum Computer","Thomas G. Draper","  A new method for computing sums on a quantum computer is introduced. This
technique uses the quantum Fourier transform and reduces the number of qubits
necessary for addition by removing the need for temporary carry bits. This
approach also allows the addition of a classical number to a quantum
superposition without encoding the classical number in the quantum register.
This method also allows for massive parallelization in its execution.
","quant-ph","2000-08-07 13:28:27","quant-ph/0008033v1",""
"8810","Resonance Offset Tailored Pulses for NMR Quantum Computation","H. K. Cummins|J. A. Jones","  We describe novel composite pulse sequences which act as general rotors and
thus are suitable for nuclear magnetic resonance (NMR) quantum computation. The
Resonance Offset Tailoring To Enhance Nutations (ROTTEN) approach permits
perfect compensation of off-resonance errors at two selected frequencies placed
symmetrically around the frequency of the RF source.
","quant-ph","2000-08-07 14:02:22","quant-ph/0008034v1",""
"8910","Coherence-controlled transparency and far-from-degenerate parametric
  gain in a strongly-absorbing Doppler-broadened medium","Thomas F. George|A. K. Popov","  An inversionless gain of anti-Stokes radiation above the oscillation
threshold in an optically-dense far-from-degenerate double-Lambda
Doppler-broadened medium accompanied by Stokes gain is predicted. The outcomes
are illustrated with numerical simulations applied to sodium dimer vapor.
Optical switching from absorption to gain via transparency controlled by a
small variation of the medium and of the driving radiation parameters which are
at a level less than one photon per molecule is shown. Related video/audio
clips see in: A.K. Popov, S.A. Myslivets, and T.F. George, Optics Express Vol.
7, No 3, 148 (2000)(http://epubs.osa.org/oearchive/source/22947.htm) or
download: http://kirensky.krasn.ru/popov/opa/opa.htm
","quant-ph|physics.atom-ph|physics.optics","2000-08-07 14:25:24","quant-ph/0008035v2","10.1364/OL.25.001364"
"9010","The Backwards-Time Interpretation of Quantum Mechanics - Revisited With
  Experiment","Paul J. Werbos|Ludmila Dolmatova","  The classic paper of Clauser et al proved that Bell's Theorem experiments
rule out all theories of physics which assume locality, time-forwards causality
and the existence of an objective real world. The Backwards-Time Interpretation
(BTI) tries to recover realism and locality by permitting backwards time
causality. BTI should permit dramatic simplification of the assumptions or
axioms of physics, but requires new work in fundamental mathematics, such as
new tools for the ""closure of turbulence,"" the derivation of statistics
generated by ODE or PDE.
  Recent events like the Delayed Choice Quantum Eraser experiment of Kim, Shih
et al have increased mainstream interest in the possibility of backwards
causality. The Backwards Time Quantum Teleportation (BTQT) experiment will take
this further. True backwards time communication channels (BTCC) are absolutely
impossible in most formulations of quantum theory but only almost impossible in
the BTI formulation. This paper discusses BTQT, the issue of backwards
causality in different versions of quantum theory and new mathematical
developments. It defines a new object, the ""entropy matrix,"" which leads to
closure of turbulence for PDE systems. Predictions of a common toy field theory
(real phi-3 QFT) are reproduced by the corresponding PDE model combined with a
new model of the micro/macro interface (2M/M).
","quant-ph","2000-08-07 17:28:12","quant-ph/0008036v1",""
"9114","Quantum cryptography using balanced homodyne detection","T. Hirano|T. Konishi|R. Namiki","  We report an experimental quantum key distribution that utilizes balanced
homodyne detection, instead of photon counting, to detect weak pulses of
coherent light. Although our scheme inherently has a finite error rate, it
allows high-efficiency detection and quantum state measurement of the
transmitted light using only conventional devices at room temperature. When the
average photon number was 0.1, an error rate of 0.08 and ""effective"" quantum
efficiency of 0.76 were obtained.
","quant-ph","2000-08-08 06:28:13","quant-ph/0008037v2","10.1103/PhysRevA.68.042331"
"9212","Four-wave mixing at maximum coherence and eliminated Doppler broadening
  controlled with the driving fields","A. K. Popov|Alexander S. Bayev|Thomas F. George|Vladimir M. Shalaev","  New feasibity of coherent quantum control of four-wave mixing processes in a
resonant Doppler-broadened medium are studied. We propose a technique which
enables one to enhance the quantum efficiency of nonlinear optical conversion.
At the same time, it allows one to decrease the required intensities of the
fundamental beams compared to those necessary in the approach based on coherent
population trapping. The major outcomes of the analysis are illustrated with
numerical simulation addressed within a practical medium.
","physics.optics|physics.atom-ph|quant-ph","2000-08-08 09:20:09","physics/0008019v1",""
"9310","Transfer of quantum states using finite resources","Dietmar G. Fischer|Holger Mack|Matthias Freyberger","  We discuss the problem of transfering a qubit from Alice to Bob using a noisy
quantum channel and only finite resources. As the basic protocol for the
transfer we apply quantum teleportation. It turns out that for a certain
quality of the channel direct teleportation combined with qubit purification is
superior to entanglement purification of the channel. If, however, the quality
of the channel is rather low one should simply apply an estimation-preparation
scheme.
","quant-ph","2000-08-08 09:43:21","quant-ph/0008038v2","10.1103/PhysRevA.63.042305"
"9410","Long distance entanglement based quantum key distribution","Gregoire Ribordy|Juergen Brendel|Jean-Daniel Gautier|Nicolas Gisin|Hugo Zbinden","  A detailled analysis of quantum key distribution employing entangled states
is presented. We tested a system based on photon pairs entangled in energy-time
optimized for long distance transmission. It is based on a Franson type set-up
for monitoring quantum correlations, and uses a protocol analogous to BB84.
Passive state preparation is implemented by polarization multiplexing in the
interferometers. We distributed a sifted key of 0.4 Mbits at a raw rate of 134
Hz and with an error rate of 8.6% over a distance of 8.5 kilometers. We discuss
thoroughly the noise sources and practical difficulties associated with
entangled states systems. Finally the level of security offered by this system
is assessed and compared with that of faint laser pulses systems.
","quant-ph","2000-08-08 10:10:41","quant-ph/0008039v2","10.1103/PhysRevA.63.012309"
"9510","Encoding a qubit in an oscillator","Daniel Gottesman|Alexei Kitaev|John Preskill","  Quantum error-correcting codes are constructed that embed a
finite-dimensional code space in the infinite-dimensional Hilbert space of a
system described by continuous quantum variables. These codes exploit the
noncommutative geometry of phase space to protect against errors that shift the
values of the canonical variables q and p. In the setting of quantum optics,
fault-tolerant universal quantum computation can be executed on the protected
code subspace using linear optical operations, squeezing, homodyne detection,
and photon counting; however, nonlinear mode coupling is required for the
preparation of the encoded states. Finite-dimensional versions of these codes
can be constructed that protect encoded quantum information against shifts in
the amplitude or phase of a d-state system. Continuous-variable codes can be
invoked to establish lower bounds on the quantum capacity of Gaussian quantum
channels.
","quant-ph|hep-th","2000-08-08 18:07:04","quant-ph/0008040v3","10.1103/PhysRevA.64.012310"
"9610","Dynamics, Thermodynamics, and Time-Asymmetry","Mario A. Castagnino|Edgerd Gunzig","  064<p type=""texpara"" tag=""Body Text"" et=""abstract"" bin=""clone"" >There are two
schools, or lines of thought, that try to unify the apparently divergent laws
of dynamics and thermodynamics and to explain the observed time-asymmetry of
the universe, and most of its sub-systems, in spite of the fact that these
systems are driven by time-symmetric evolution equations. They will be called
the coarse-graining and the fine-graining schools (even if these names describe
only a part of their philosophy). Coarse-graining school obtains time-asymmetry
via a projection of the state space on a space of ''relevant'' states. The
corresponding projection of the primitive reversible evolution laws yields
effective irreversible evolution laws for the relevant states. Fine-graining
always use the same primitive reversible evolution laws. But these laws (in
adequate extensions of the usual spaces where these laws are formulated) have a
set of solutions $S$ that can be decompose in two subsets $S_{+\text{}}$ and
$S_{-}$ of time asymmetric solutions. Choosing one of these two sets, as the
arena to formulate the theory, time asymmetry is established. The aim of these
lectures is to explain, in the simplest- self-contained, unbiased, and, honest
way, the main characteristics of both schools and to point out the advantages
and disadvantages of both formalism, in such a way that, the polemic between
the schools, turns out to be explicit and organized in the mind of the reader
(who will be considered the supreme judge to give the final verdict).
  064<p type=""texpara"" tag=""Body Text"" et=""abstract"" bin=""clone"" >Some
cosmological features of the theory will be also considered, mainly the problem
of the low entropy initial state of the universe
","quant-ph","2000-08-08 18:53:51","quant-ph/0008041v1",""
"9710","The Time-Asymmetry and the Entropy Gap","Roberto Aquilano|Mario Castagnino","  The universe time-asymmetry is essentially produced by its low-entropy
unstable initial state. Using quanlitative arguments, Paul Davies has
demonstrated that the universe expansion may diminish the entropy gap,
therefore explaining its low-entropy state, with respect to the maximal
possible entropy at any time. This idea is implemented in a qualitative
way\thinspace in a simple homogeneous model. Some rough coincidence with
observational data are found
","quant-ph","2000-08-08 19:05:33","quant-ph/0008042v1","10.1142/S021773239600076X"
"9810","Renormalization and Short Distance Singular Structure","Mario Castagnino","  The relation between renormalization and short distance singular divergencies
in quantum field theory is studied. As a consequence a finite theory is
presented. It is shown that these divergencies are originated by the
multiplication of distributions (and worse defined mathematical objects). Some
of them are eliminated defining a multiplication based in dimensional
regularization while others disappear considering the states as functionals
over the observables space. Non renormalizable theories turn to be finite, but
anyhow they are endowed with infinite arbitrary constants.
","quant-ph","2000-08-08 19:32:14","quant-ph/0008043v1","10.1023/A:1012977902615"
"9910","Quantum authentication using entangled state","Yong-Sheng Zhang|Chuan-Feng Li|Guang-Can Guo","  A scheme of quantum authentication is presented. Two parties share
Einstein-Podolsky-Rosen (EPR) pairs previously as the authentication key which
servers as encoder and decoder. The authentication is accomplished with local
controlled-NOT operations and unitary rotations. It is shown that our scheme is
secure even in the presence of an eavesdropper who has complete control over
both classical and quantum channels. Another character of this protocol is that
the EPR sources are reusable. The robustness of this protocol is also
discussed.
","quant-ph","2000-08-09 03:01:17","quant-ph/0008044v2",""
"10010","Ienversionless gain in an optically-dense resonant Doppler-broadened
  medium","A. K. Popov|S. A. Myslivets|Thomas F. George","  Resonant nonlinear-optical interference processes in four-level
Doppler-broadened media are studied. Specific features of amplification and
optical switching of short-wavelength radiation in a strongly-absorbing
resonant gas under coherent quantum control with two longer wavelength
radiations, are investigated. The major outcomes are illustrated with virtual
experiments aimed at inversionless short-wavelength amplification, which also
address deficiencies in this regard in recent experiments. With numerical
simulations related to the proposed experiment in optically-dense sodium dimer
vapor, we show optimal condition for optical switching and the expected gain of
the probe radiation, which is above the oscillation threshold.
","physics.optics|physics.atom-ph|quant-ph","2000-08-09 05:24:45","physics/0008021v1","10.1364/OE.7.000148"
